                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     486                                      770                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.6030000000000000E+009                  1.9623384965913757E+006                  5.7065809694361606E+003                  9.6832645712328269E-001                  1.0067278716110115E+000                 -1.5301675613232146E+000                  3.5801966434293875E-001                  8.8551603286874016E-006                  6.2115476163125594E-001                  2.1046373059922352E-005                  5.5062882592357551E-003                  9.0353838814054548E-003                  2.1160698460809110E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.6618922834664906E-001                  7.6323656801050097E-004                  3.1260311586071515E-001                  2.6134284697724389E-003                  2.0634941861980309E-003                  9.5134962168794013E-003                  2.1160698460809045E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999989652621E-001                  1.0065184074032516E+000                  9.9999999981938026E-001                  1.0063991167085082E+000                  1.0109395676616528E+004                  2.4157223524758227E+007                  1.0327095708722176E+010                  9.6820360132717997E-001                  9.6820360132717964E-001                  7.2248265173542475E-044                  2.3233308066942127E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4525963280000000E+017                                  "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20211115" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   csound 
                                       1                  1.0000000000000000E+000                  2.9120923714986997E-003                  3.7565785432543102E+000                 -6.7938108964065105E+000                  4.7678740645051390E+000                  7.0302757922681880E-001                  2.7667462644664603E-001                  2.0297794326535223E-002                  7.7387726349058410E+005 
                                       2                  9.9999999999949996E-001                  2.9114702719247919E-003                  3.7569848674681583E+000                 -6.7909957161510137E+000                  4.7710961865030121E+000                  7.0302757922681880E-001                  2.7667462644664603E-001                  2.0297794326535223E-002                  7.7420770368840254E+005 
                                       3                  9.9999999999899991E-001                  2.9108521892299783E-003                  3.7576491857270335E+000                 -6.7864755633531351E+000                  4.7762817076801412E+000                  7.0302757922681880E-001                  2.7667462644664603E-001                  2.0297794326535223E-002                  7.7474755094611319E+005 
                                       4                  9.9999999999787492E-001                  2.9094758929323356E-003                  3.7585826473444821E+000                 -6.7803312649157021E+000                  4.7833610418663444E+000                  7.0302757922681880E-001                  2.7667462644664603E-001                  2.0297794326535223E-002                  7.7550517279623775E+005 
                                       5                  9.9999999999674993E-001                  2.9081189182577562E-003                  3.7598449568205066E+000                 -6.7723326399806867E+000                  4.7926242597294042E+000                  7.0302757922681880E-001                  2.7667462644664603E-001                  2.0297794326535223E-002                  7.7652792197895283E+005 
                                       6                  9.9999999999487499E-001                  2.9058985386330454E-003                  3.7625377108327953E+000                 -6.7563442595257701E+000                  4.8113108199590497E+000                  7.0302757922681891E-001                  2.7667462644664603E-001                  2.0297794326535001E-002                  7.7870218101197062E+005 
                                       7                  9.9999999999050004E-001                  2.9009047925097784E-003                  3.7662524469788474E+000                 -6.7369175467161302E+000                  4.8344611055634026E+000                  7.0302757922681880E-001                  2.7667462644664603E-001                  2.0297794326535223E-002                  7.8168066473805415E+005 
                                       8                  9.9999999998675004E-001                  2.8968115583720452E-003                  3.7689572616431977E+000                 -6.7242955411749330E+000                  4.8497952144992160E+000                  7.0302757922681880E-001                  2.7667462644664603E-001                  2.0297794326535223E-002                  7.8383168860999111E+005 
                                       9                  9.9999999998487510E-001                  2.8948235248270667E-003                  3.7708048996156998E+000                 -6.7162183498160237E+000                  4.8597253734826955E+000                  7.0302757922681880E-001                  2.7667462644664603E-001                  2.0297794326535223E-002                  7.8529176765287016E+005 
                                      10                  9.9999999998300004E-001                  2.8928720973039990E-003                  3.7731740675716381E+000                 -6.7064928803007007E+000                  4.8718272690969542E+000                  7.0302757922681880E-001                  2.7667462644664598E-001                  2.0297794326535223E-002                  7.8715192993725790E+005 
                                      11                  9.9999999998018763E-001                  2.8900097295149162E-003                  3.7761337336228431E+000                 -6.6953712287805951E+000                  4.8859183596650455E+000                  7.0302757922681880E-001                  2.7667462644664598E-001                  2.0297794326535223E-002                  7.8945473813834903E+005 
                                      12                  9.9999999997737510E-001                  2.8872196777332960E-003                  3.7807502143602498E+000                 -6.6796890656055536E+000                  4.9062336617103552E+000                  7.0302757922681880E-001                  2.7667462644664603E-001                  2.0297794326535223E-002                  7.9299762899941660E+005 
                                      13                  9.9999999997175015E-001                  2.8818373225394968E-003                  3.7855091377449588E+000                 -6.6661148410705868E+000                  4.9245861359358285E+000                  7.0302757922681880E-001                  2.7667462644664603E-001                  2.0297794326535223E-002                  7.9657588667442941E+005 
                                      14                  9.9999999996940636E-001                  2.8796636294637161E-003                  3.7898464359783746E+000                 -6.6548977384146450E+000                  4.9401598291750446E+000                  7.0302757922681869E-001                  2.7667462644664603E-001                  2.0297794326535223E-002                  7.9976956857450085E+005 
                                      15                  9.9999999996471889E-001                  2.8754269975743308E-003                  3.7945463167589573E+000                 -6.6445857393834711E+000                  4.9551949096614729E+000                  7.0302756753404916E-001                  2.7667463813941578E-001                  2.0297794326535001E-002                  8.0314325753125630E+005 
                                      16                  9.9999999996237510E-001                  2.8733583419715083E-003                  3.7994238408958800E+000                 -6.6349575926829507E+000                  4.9697271245351748E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.0654588025619776E+005 
                                      17                  9.9999999995768762E-001                  2.8693116586825710E-003                  3.8065435315236469E+000                 -6.6234714122943572E+000                  4.9883772792927514E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.1130311532381561E+005 
                                      18                  9.9999999995300015E-001                  2.8653704900527383E-003                  3.8130625914899783E+000                 -6.6150847646345161E+000                  5.0033302443270742E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.1542055352469138E+005 
                                      19                  9.9999999994987521E-001                  2.8627932380332764E-003                  3.8186128905635308E+000                 -6.6090784628064583E+000                  5.0149329246500924E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.1873346532214328E+005 
                                      20                  9.9999999994675026E-001                  2.8602513391814779E-003                  3.8245368472847479E+000                 -6.6037575232389019E+000                  5.0262339360069754E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.2205734139968920E+005 
                                      21                  9.9999999994362532E-001                  2.8577403496339929E-003                  3.8308616844728864E+000                 -6.5991369042750998E+000                  5.0372485718853017E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.2535329685546726E+005 
                                      22                  9.9999999994050037E-001                  2.8552558909476721E-003                  3.8376095042393485E+000                 -6.5952285480734281E+000                  5.0479909917583816E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.2857220671316539E+005 
                                      23                  9.9999999993737543E-001                  2.8527936483356748E-003                  3.8447815907423024E+000                 -6.5920254821646598E+000                  5.0584743305272086E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.3164856747150386E+005 
                                      24                  9.9999999993425048E-001                  2.8503494573569274E-003                  3.8523303217793066E+000                 -6.5894735355071052E+000                  5.0687107950616239E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.3450971834022575E+005 
                                      25                  9.9999999993112554E-001                  2.8479195456052745E-003                  3.8601360766921173E+000                 -6.5874469079397233E+000                  5.0787117496085488E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.3708641952014726E+005 
                                      26                  9.9999999992800059E-001                  2.8455009060781369E-003                  3.8680192505544442E+000                 -6.5857586064636573E+000                  5.0884877915590572E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.3933446829666581E+005 
                                      27                  9.9999999992487565E-001                  2.8430916104813147E-003                  3.8757858525665827E+000                 -6.5842057873470097E+000                  5.0980488188530559E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.4126517006956111E+005 
                                      28                  9.9999999992175070E-001                  2.8406908740498645E-003                  3.8832760175367227E+000                 -6.5826176482409435E+000                  5.1074040901235813E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.4293191647613805E+005 
                                      29                  9.9999999991862576E-001                  2.8382988610650950E-003                  3.8903895424746384E+000                 -6.5808822748066254E+000                  5.1165622785203650E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.4440980186414381E+005 
                                      30                  9.9999999991550081E-001                  2.8359163478339261E-003                  3.8970825029224887E+000                 -6.5789442253096952E+000                  5.1255315200067910E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.4577489206985140E+005 
                                      31                  9.9999999991237587E-001                  2.8335444039865225E-003                  3.9033493286598078E+000                 -6.5767864935642120E+000                  5.1343194567987851E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.4709000020525302E+005 
                                      32                  9.9999999990925093E-001                  2.8311841770093694E-003                  3.9092061347065465E+000                 -6.5744146460176083E+000                  5.1429332765148441E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.4839873355534917E+005 
                                      33                  9.9999999990612598E-001                  2.8288367668268910E-003                  3.9146795778210874E+000                 -6.5718456402248462E+000                  5.1513797475302461E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.4972823505069234E+005 
                                      34                  9.9999999990300104E-001                  2.8265031636938043E-003                  3.9223364939640502E+000                 -6.5677777233899803E+000                  5.1637494700523057E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.5181758188887860E+005 
                                      35                  9.9999999989675104E-001                  2.8218793586468820E-003                  3.9291122653859336E+000                 -6.5631799568255058E+000                  5.1757771141922584E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.5397081604851666E+005 
                                      36                  9.9999999989362609E-001                  2.8195917479472946E-003                  3.9333530011044191E+000                 -6.5600375831919369E+000                  5.1836145484046137E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.5547516326788638E+005 
                                      37                  9.9999999989050115E-001                  2.8173205939433792E-003                  3.9393383885473217E+000                 -6.5552306474813022E+000                  5.1951119589808297E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.5782884007637762E+005 
                                      38                  9.9999999988425103E-001                  2.8128281797666849E-003                  3.9464994602636621E+000                 -6.5484664917821931E+000                  5.2099837612839233E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.6105150204977428E+005 
                                      39                  9.9999999987800114E-001                  2.8084050568663852E-003                  3.9529636936188650E+000                 -6.5415106707459518E+000                  5.2243636925319601E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.6436183169945318E+005 
                                      40                  9.9999999987175114E-001                  2.8040520800917605E-003                  3.9602982099105484E+000                 -6.5327358557467763E+000                  5.2416945426469344E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.6860123399676057E+005 
                                      41                  9.9999999986237620E-001                  2.7976529797224432E-003                  3.9680340298683192E+000                 -6.5219948518569844E+000                  5.2616191472059546E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.7366994815930666E+005 
                                      42                  9.9999999985300125E-001                  2.7914099287416603E-003                  3.9760413398792873E+000                 -6.5095419671281638E+000                  5.2837662364259179E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.7956857051690074E+005 
                                      43                  9.9999999984050125E-001                  2.7833207537293499E-003                  3.9839924390085968E+000                 -6.4953606836033089E+000                  5.3077688155306975E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.8610434524221462E+005 
                                      44                  9.9999999982800125E-001                  2.7754910230017621E-003                  3.9892559389948357E+000                 -6.4847997482563242E+000                  5.3249396255580015E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.9080675036805228E+005 
                                      45                  9.9999999982175114E-001                  2.7716700552572098E-003                  3.9925584584334217E+000                 -6.4779142057673171E+000                  5.3360212920230934E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.9390499867657770E+005 
                                      46                  9.9999999981550125E-001                  2.7679090910365761E-003                  3.9972349160072476E+000                 -6.4678117578906225E+000                  5.3521315427881513E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  8.9848772652308806E+005 
                                      47                  9.9999999980300125E-001                  2.7605598343693003E-003                  4.0028632594326465E+000                 -6.4545433809135506E+000                  5.3727237742523055E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.0431372896800132E+005 
                                      48                  9.9999999979050136E-001                  2.7534313573356825E-003                  4.0067055197416206E+000                 -6.4447722610642835E+000                  5.3875524483885355E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.0848277923083073E+005 
                                      49                  9.9999999978425125E-001                  2.7499462869053234E-003                  4.0091509452389742E+000                 -6.4384068927261930E+000                  5.3971645170293590E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.1121486398098397E+005 
                                      50                  9.9999999977800125E-001                  2.7465118418679079E-003                  4.0117849161310666E+000                 -6.4313612515175347E+000                  5.4077300756577795E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.1422625656001153E+005 
                                      51                  9.9999999977018872E-001                  2.7422877589957264E-003                  4.0145649310611304E+000                 -6.4236544943474492E+000                  5.4191762179645258E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.1748157770829566E+005 
                                      52                  9.9999999976237619E-001                  2.7381378532413867E-003                  4.0185277926229226E+000                 -6.4124101589284805E+000                  5.4357995590498209E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.2225660775235656E+005 
                                      53                  9.9999999974675124E-001                  2.7300498326016305E-003                  4.0221500856216359E+000                 -6.4013511296515180E+000                  5.4518111728342227E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.2675861943968397E+005 
                                      54                  9.9999999973893872E-001                  2.7261073365048355E-003                  4.0244586932104820E+000                 -6.3941760929475100E+000                  5.4621671274794927E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.2969507891621965E+005 
                                      55                  9.9999999973112619E-001                  2.7222293350688529E-003                  4.0277752145313617E+000                 -6.3836932644457409E+000                  5.4772527957942909E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.3400467709636409E+005 
                                      56                  9.9999999971550124E-001                  2.7146580027765732E-003                  4.0318652649314171E+000                 -6.3700770258750898E+000                  5.4965862732800321E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.3946357154718519E+005 
                                      57                  9.9999999969987630E-001                  2.7073199905254960E-003                  4.0356639101336702E+000                 -6.3569202846685666E+000                  5.5150968641738878E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.4467389482774213E+005 
                                      58                  9.9999999968425135E-001                  2.7002005908035400E-003                  4.0392087291587222E+000                 -6.3441983387107026E+000                  5.5328517807291622E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.4965553174111084E+005 
                                      59                  9.9999999966862640E-001                  2.6932863821424939E-003                  4.0425306159463599E+000                 -6.3318874166736583E+000                  5.5499103219527495E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.5442647942339606E+005 
                                      60                  9.9999999965300146E-001                  2.6865651017549002E-003                  4.0456552587159642E+000                 -6.3199647118471223E+000                  5.5663250691182435E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.5900288263436779E+005 
                                      61                  9.9999999963737651E-001                  2.6800255316546135E-003                  4.0486042360292549E+000                 -6.3084087184577182E+000                  5.5821428636946964E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.6339928956131393E+005 
                                      62                  9.9999999962175157E-001                  2.6736573921666692E-003                  4.0527849714989772E+000                 -6.2917992542604759E+000                  5.6048404436227663E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.6976372063523415E+005 
                                      63                  9.9999999959050156E-001                  2.6613982229452878E-003                  4.0565726835667766E+000                 -6.2757564580271934E+000                  5.6264128395096131E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.7564328274999512E+005 
                                      64                  9.9999999957487662E-001                  2.6554905628678365E-003                  4.0589774889610508E+000                 -6.2654798694857003E+000                  5.6402219702653857E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.7943933694607147E+005 
                                      65                  9.9999999955925167E-001                  2.6497208204388149E-003                  4.0612757987455188E+000                 -6.2554825418772735E+000                  5.6536062141613517E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.8310981314056274E+005 
                                      66                  9.9999999954362673E-001                  2.6440821565087689E-003                  4.0634765160573876E+000                 -6.2457503334033362E+000                  5.6665909440706841E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.8666269609189697E+005 
                                      67                  9.9999999952800178E-001                  2.6385682330733844E-003                  4.0666391492352076E+000                 -6.2316697744132323E+000                  5.6853688544364438E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.9183822884218628E+005 
                                      68                  9.9999999949675178E-001                  2.6278915966480654E-003                  4.0705422878225246E+000                 -6.2136400461566828E+000                  5.7092084699374261E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  9.9832071561824251E+005 
                                      69                  9.9999999946550167E-001                  2.6176483859664292E-003                  4.0741709911432071E+000                 -6.1964609028139552E+000                  5.7318093570994968E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0044452609231565E+006 
                                      70                  9.9999999943425188E-001                  2.6078017678079820E-003                  4.0775611027856007E+000                 -6.1800576487041523E+000                  5.7532939367673066E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0102498577751471E+006 
                                      71                  9.9999999940300177E-001                  2.5983194864836645E-003                  4.0807419399851037E+000                 -6.1643647999988724E+000                  5.7737673321375524E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0157669316478309E+006 
                                      72                  9.9999999937175177E-001                  2.5891731340848718E-003                  4.0837377760692366E+000                 -6.1493244896699997E+000                  5.7933204816059369E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0210242027133270E+006 
                                      73                  9.9999999934050177E-001                  2.5803375636608834E-003                  4.0865689308279531E+000                 -6.1348852288913100E+000                  5.8120325814157603E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0260454249946475E+006 
